CURSO RESPONSAVEL;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;T-P-I;VAGAS;centro responsável;DOCENTE TEORIA;DOCENTE PRÁTICA
ENGENHARIA DE GESTÃO;DAESZG018-17SA;Estratégias de Comunicação Organizacional A-noturno (São Bernardo do Campo);sabado das 08:00 às 12:00,  semanal;;4-0-5;65;#N/D;MICHELLE SATO FRIGO;
ENGENHARIA DE GESTÃO;NAESTG008-17SB;Gerência de Ativos A-noturno (São Bernardo do Campo);sexta das 19:00 às 21:00,  semanal;;2-0-3;65;CECS;LEONARDO RIBEIRO RODRIGUES;
ENGENHARIA DE GESTÃO;DAESZG041-17SB;Gestão da Inovação A-diurno (São Bernardo do Campo);terca das 14:30 às 18:30,  semanal;;02/02/2006;65;#N/D;SILVIA NOVAES ZILBER TURRI;
ENGENHARIA DE GESTÃO;NAESTG009-17SB;Gestão de Operações A-noturno (São Bernardo do Campo);quinta das 19:00 às 23:00,  semanal;;4-0-5;65;CECS;MARCIA MARIA PENTEADO MARCHESINI;
ENGENHARIA DE GESTÃO;DAESTG009-17SB;Gestão de Operações A-diurno (São Bernardo do Campo);terca das 14:30 às 18:30,  semanal;;4-0-5;65;CECS;JÚLIO FRANCISCO BLUMETTI FACO;
ENGENHARIA DE GESTÃO;NAESTG010-17SB;Inovação Tecnológica A-noturno (São Bernardo do Campo);quinta das 19:00 às 23:00,  semanal;;02/02/2002;65;CECS;FRANCIANE FREITAS SILVEIRA;
ENGENHARIA DE GESTÃO;NA1ESTG017-17SB;Introdução aos Processos de Fabricação Metal - Mecânico A1-noturno (São Bernardo do Campo);terca das 19:00 às 23:00,  semanal;quarta das 21:00 às 23:00,  semanal;04/02/2004;30;CECS;GUILHERME CANUTO DA SILVA;GUILHERME CANUTO DA SILVA
ENGENHARIA DE GESTÃO;NA2ESTG017-17SB;Introdução aos Processos de Fabricação Metal - Mecânico A2-noturno (São Bernardo do Campo);terca das 19:00 às 23:00,  semanal;quarta das 19:00 às 21:00,  semanal;04/02/2004;30;CECS;GUILHERME CANUTO DA SILVA;GUILHERME CANUTO DA SILVA
ENGENHARIA DE GESTÃO;NAESZG040-17SB;Modelos de Decisão Multicritério A-noturno (São Bernardo do Campo);;segunda das 19:00 às 21:00,  semanal;02/02/2003;38;CECS;;DOUGLAS ALVES CASSIANO
ENGENHARIA DE GESTÃO;DAESZG032-17SB;Modelos e Ferramentas de Gestão Ambiental A-diurno (São Bernardo do Campo);sexta das 14:30 às 17:30,  semanal;;3-0-3;65;CECS;MÁRCIA MARIA P. MARCHESINI;
ENGENHARIA DE GESTÃO;DAESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A-diurno (São Bernardo do Campo);sexta das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal;;4-0-2;65;CECS;MARA MARLY GOMES BARRETO;
ENGENHARIA DE GESTÃO;DAESTG013-17SB;Pesquisa Operacional A-diurno (São Bernardo do Campo);terca das 08:00 às 12:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;;04/02/2009;65;CECS;EDER DE OLIVEIRA ABENSUR;
ENGENHARIA DE GESTÃO;NAESTG014-17SB;Planejamento e Controle da Produção A-noturno (São Bernardo do Campo);terca das 19:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal;;04/02/2009;65;CECS;RICARDO REOLON JORGE;
ENGENHARIA DE GESTÃO;NAESZG012-17SB;Projetos Industriais A-noturno (São Bernardo do Campo);quinta das 19:00 às 23:00,  semanal;;02/02/2006;65;CECS;JABRA HABER;
ENGENHARIA DE GESTÃO;DAESTG016-17SB;Qualidade em Sistemas A-diurno (São Bernardo do Campo);terca das 08:00 às 12:00,  semanal;;4-0-5;65;CECS;VANDERLI CORREIA PRIETO;
ENGENHARIA DE GESTÃO;DAESTG021-17SB;Sistemas CAD/CAE A-diurno (São Bernardo do Campo);;quinta das 08:00 às 12:00,  semanal;01/03/2005;32;CECS;;DELMO ALVES DE MOURA
ENGENHARIA DE GESTÃO;NBESTG021-17SB;Sistemas CAD/CAE B-noturno (São Bernardo do Campo);;quarta das 14:30 às 18:30,  semanal;01/03/2005;32;CECS;;FERNANDO GASI
ENGENHARIA DE GESTÃO;NAESTG022-17SB;Sistemas CAM A-noturno (São Bernardo do Campo);;terca das 19:00 às 23:00,  semanal;02/02/2004;30;CECS;;ALEXANDRE ACÁCIO DE ANDRADE
ENGENHARIA DE GESTÃO;DAESTG024-17SB;Sistemas de Informação Corporativos A-diurno (São Bernardo do Campo);segunda das 08:00 às 12:00,  semanal;;02/02/2005;65;CECS;DOUGLAS ALVES CASSIANO;
ENGENHARIA DE GESTÃO;NAESTG019-17SB;Tempos, Métodos e Arranjos Físicos A-noturno (São Bernardo do Campo);quarta das 19:00 às 23:00,  semanal;;02/02/2005;63;CECS;JOSÉ ROBERTO TÁLAMO;
ENGENHARIA DE INFORMAÇÃO;DA1ESTA004-17SA;Circuitos Elétricos II A1-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 13:00,  semanal;terca das 08:00 às 10:00,  quinzenal I;03/02/2004;30;CECS;IRINEU ANTUNES JUNIOR;IRINEU ANTUNES JUNIOR
ENGENHARIA DE INFORMAÇÃO;DA2ESTA004-17SA;Circuitos Elétricos II A2-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 13:00,  semanal;terca das 08:00 às 10:00,  quinzenal I;03/02/2004;30;CECS;IRINEU ANTUNES JUNIOR;RICARDO SUYAMA
ENGENHARIA DE INFORMAÇÃO;NB1ESTA004-17SA;Circuitos Elétricos II B1-noturno (Santo André);terca das 18:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/02/2004;30;CECS;ANDRE DA FONTOURA PONCHET;ANDRE DA FONTOURA PONCHET
ENGENHARIA DE INFORMAÇÃO;NB2ESTA004-17SA;Circuitos Elétricos II B2-noturno (Santo André);terca das 18:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/02/2004;30;CECS;ANDRE DA FONTOURA PONCHET;DENISE CONSONNI
ENGENHARIA DE INFORMAÇÃO;DAESTI010-17SA;Comunicações Ópticas A-diurno (Santo André);segunda das 10:00 às 12:00,  quinzenal II,  quarta das 08:00 às 10:00,  semanal;segunda das 10:00 às 12:00,  quinzenal I;03/01/2004;30;CECS;JORGE DIEGO MARCONI;JORGE DIEGO MARCONI
ENGENHARIA DE INFORMAÇÃO;NAESTI010-17SA;Comunicações Ópticas A-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal II,  quarta das 19:00 às 21:00,  semanal;segunda das 21:00 às 23:00,  quinzenal I;03/01/2004;36;CECS;JORGE DIEGO MARCONI;JORGE DIEGO MARCONI
ENGENHARIA DE INFORMAÇÃO;DAESTI015-17SA;Comunicações Móveis A-diurno (Santo André);terca das 17:00 às 19:00,  quinzenal I,  quinta das 17:00 às 19:00,  semanal;terca das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;IVAN ROBERTO SANTANA CASELLA;IVAN ROBERTO SANTANA CASELLA
ENGENHARIA DE INFORMAÇÃO;DA1ESTA001-17SA;Dispositivos Eletrônicos A1-diurno (Santo André);quarta das 10:00 às 13:00,  semanal ,  sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/02/2004;30;CECS;ANDRE DA FONTOURA PONCHET;ANDRE DA FONTOURA PONCHET
ENGENHARIA DE INFORMAÇÃO;DA2ESTA001-17SA;Dispositivos Eletrônicos A2-diurno (Santo André);quarta das 10:00 às 13:00,  semanal ,  sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/02/2004;30;CECS;ANDRE DA FONTOURA PONCHET;GERMAN CARLOS SANTOS QUISPE
ENGENHARIA DE INFORMAÇÃO;NA1ESTA001-17SA;Dispositivos Eletrônicos A1-noturno (Santo André);quarta das 21:00 às 23:00,  quinzenal II,  sexta das 18:00 às 21:00,  semanal;quarta das 21:00 às 23:00,  quinzenal I;03/02/2004;30;CECS;MARCELO BENDER PEROTONI;MARCELO BENDER PEROTONI
ENGENHARIA DE INFORMAÇÃO;NA2ESTA001-17SA;Dispositivos Eletrônicos A2-noturno (Santo André);quarta das 21:00 às 23:00,  quinzenal I,  sexta das 18:00 às 21:00,  semanal;quarta das 21:00 às 23:00,  quinzenal II;03/02/2004;30;CECS;MARCELO BENDER PEROTONI;ANDRE DA FONTOURA PONCHET
ENGENHARIA DE INFORMAÇÃO;NA3ESTA007-17SA;Eletrônica Analógica Aplicada A3-noturno (Santo André);quarta das 18:00 às 21:00,  semanal;segunda das 21:00 às 23:00,  semanal;03/02/2004;30;CECS;MARCELO BENDER PEROTONI;MARCELO BENDER PEROTONI
ENGENHARIA DE INFORMAÇÃO;DAESZI044-17SA;Fundamentos da Computação Semântica A-diurno (Santo André);segunda das 17:00 às 19:00,  quinzenal I,  quarta das 17:00 às 19:00,  semanal;segunda das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;MARGARETHE STEINBERGER ELIAS;MARGARETHE STEINBERGER ELIAS
ENGENHARIA DE INFORMAÇÃO;DAESZI034-17SA;Jogos Digitais: Aspectos Técnicos e Aplicações A-diurno (Santo André);terca das 17:00 às 19:00,  quinzenal I;terca das 17:00 às 19:00,  quinzenal II,  quinta das 17:00 às 19:00,  semanal;01/03/2004;30;CECS;MARIO MINAMI;MARIO MINAMI
ENGENHARIA DE INFORMAÇÃO;DAESTI018-17SA;Ondas Eletromagnéticas Aplicadas A-diurno (Santo André);segunda das 08:00 às 10:00,  quinzenal I,  quinta das 10:00 às 12:00,  semanal;segunda das 08:00 às 10:00,  quinzenal II;03/01/2004;30;CECS;STILANTE KOCH MANFRIN;STILANTE KOCH MANFRIN
ENGENHARIA DE INFORMAÇÃO;NAESTI018-17SA;Ondas Eletromagnéticas Aplicadas A-noturno (Santo André);segunda das 19:00 às 21:00,  quinzenal I,  quinta das 21:00 às 23:00,  semanal;segunda das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;STILANTE KOCH MANFRIN;STILANTE KOCH MANFRIN
ENGENHARIA DE INFORMAÇÃO;DAESTI004-17SA;Princípios de Comunicação A-diurno (Santo André);segunda das 08:00 às 10:00,  quinzenal II,  quinta das 10:00 às 12:00,  semanal;segunda das 08:00 às 10:00,  quinzenal I;03/01/2004;30;CECS;LUIZ HENRIQUE BONANI DO NASCIMENTO;LUIZ HENRIQUE BONANI DO NASCIMENTO
ENGENHARIA DE INFORMAÇÃO;NAESTI004-17SA;Princípios de Comunicação A-noturno (Santo André);segunda das 19:00 às 21:00,  quinzenal I,  quinta das 21:00 às 23:00,  semanal;segunda das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;MARCO AURELIO CAZAROTTO GOMES;MARCO AURELIO CAZAROTTO GOMES
ENGENHARIA DE INFORMAÇÃO;DAESZI003-17SA;Processamento de Informação em Línguas Naturais A-diurno (Santo André);terca das 17:00 às 19:00,  semanal ,  sexta das 17:00 às 19:00,  quinzenal I;sexta das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;MARGARETHE STEINBERGER ELIAS;MARGARETHE STEINBERGER ELIAS
ENGENHARIA DE INFORMAÇÃO;DAESZI032-17SA;Processamento de Vídeo A-diurno (Santo André);segunda das 17:00 às 19:00,  semanal ,  quarta das 17:00 às 19:00,  quinzenal I;quarta das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;CELSO SETSUO KURASHIMA;CELSO SETSUO KURASHIMA
ENGENHARIA DE INFORMAÇÃO;NAESZI041-17SA;Programação de Software Embarcado A-noturno (Santo André);segunda das 19:00 às 21:00,  semanal;quinta das 21:00 às 23:00,  semanal;02/02/2004;30;CECS;AMAURY KRUEL BUDRI;JOÃO HENRIQUE RANHEL RIBEIRO
ENGENHARIA DE INFORMAÇÃO;NAESZI039-17SA;Propagação e Antenas A-noturno (Santo André);quarta das 17:00 às 19:00,  quinzenal I,  sexta das 17:00 às 19:00,  semanal;quarta das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;STILANTE KOCH MANFRIN;STILANTE KOCH MANFRIN
ENGENHARIA DE INFORMAÇÃO;NA1MCTA022-13SA;Redes de Computadores A1-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  quinzenal I;quinta das 19:00 às 21:00,  quinzenal II;03/01/2004;40;CECS;JOÃO HENRIQUE KLEINSCHMIDT;JOÃO HENRIQUE KLEINSCHMIDT
ENGENHARIA DE INFORMAÇÃO;NA2MCTA022-13SA;Redes de Computadores A2-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  quinzenal I;quinta das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;JOÃO HENRIQUE KLEINSCHMIDT;MARIO ALEXANDRE GAZZIRO
ENGENHARIA DE INFORMAÇÃO;DAESTI008-17SA;Teoria da Informação e Códigos A-diurno (Santo André);quarta das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal;;4-0-4;30;CECS;IRINEU ANTUNES JUNIOR;
ENGENHARIA DE INFORMAÇÃO;NAESTI008-17SA;Teoria da Informação e Códigos A-noturno (Santo André);quarta das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal;;4-0-4;35;CECS;MURILO BELLEZONI LOIOLA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA005-17SA;Analise de Sistemas Dinâmicos Lineares A-diurno (Santo André);terca das 14:00 às 17:00,  semanal;;3-0-4;63;CECS;PEDRO SÉRGIO PEREIRA LIMA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA005-17SA;Analise de Sistemas Dinâmicos Lineares A-noturno (Santo André);terca das 18:00 às 21:00,  semanal;;3-0-4;63;CECS;MARAT RAFIKOV;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA011-17SA;Automação de Sistemas Industriais A-noturno (Santo André);quarta das 21:00 às 23:00,  semanal;sexta das 19:00 às 21:00,  semanal;01/03/2004;30;CECS;ALEXANDRE ACÁCIO DE ANDRADE;ALEXANDRE ACÁCIO DE ANDRADE
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBESTA011-17SA;Automação de Sistemas Industriais B-diurno (Santo André);terca das 16:00 às 18:00,  semanal;quinta das 14:00 às 16:00,  semanal;01/03/2004;30;CECS;JESUS FRANKLIN ANDRADE ROMERO;JESUS FRANKLIN ANDRADE ROMERO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA004-17SA;Circuitos Elétricos II A1-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal II,  sexta das 18:00 às 21:00,  semanal;quarta das 19:00 às 21:00,  quinzenal I;03/02/2004;34;CECS;JOSÉ LUIS AZCUE PUMA;JOSÉ LUIS AZCUE PUMA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA004-17SA;Circuitos Elétricos II A2-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal II,  sexta das 18:00 às 21:00,  semanal;quarta das 19:00 às 21:00,  quinzenal I;03/02/2004;33;CECS;JOSÉ LUIS AZCUE PUMA;CARLOS EDUARDO CAPOVILLA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBESTA004-17SA;Circuitos Elétricos II B-diurno (Santo André);quarta das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 13:00,  semanal;quarta das 08:00 às 10:00,  quinzenal I;03/02/2004;32;CECS;RENAN TREVISOLI DORIA;RENAN TREVISOLI DORIA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DCESTA004-17SA;Circuitos Elétricos II C-diurno (Santo André);quarta das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 13:00,  semanal;quarta das 14:00 às 16:00,  quinzenal I;03/02/2004;30;CECS;RENAN TREVISOLI DORIA;RENAN TREVISOLI DORIA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA007-17SA;Confiabilidade de Componentes e Sistemas A-noturno (Santo André);quarta das 18:00 às 21:00,  semanal;;3-0-4;60;CECS;PEDRO SÉRGIO PEREIRA LIMA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESZA007-17SA;Confiabilidade de Componentes e Sistemas A1-diurno (Santo André);sexta das 14:00 às 17:00,  semanal;;3-0-4;60;CECS;PEDRO SÉRGIO PEREIRA LIMA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA001-17SA;Dispositivos Eletrônicos A-diurno (Santo André);segunda das 10:00 às 13:00,  semanal;quinta das 08:00 às 10:00,  semanal;03/02/2004;30;CECS;CARLOS ALBERTO DOS REIS FILHO;CARLOS ALBERTO DOS REIS FILHO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESZA022-17SA;Inteligência Artificial em Robótica A-diurno (Santo André);terca das 08:00 às 10:00,  semanal;quinta das 10:00 às 12:00,  semanal;03/01/2004;20;CECS;LUIZ ANTONIO CELIBERTO JUNIOR;LUIZ ANTONIO CELIBERTO JUNIOR
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA001-17SA;Dispositivos Eletrônicos A-noturno (Santo André);segunda das 18:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  quinzenal I;quinta das 21:00 às 23:00,  quinzenal II;03/02/2004;30;CECS;RODRIGO REINA MUÑOZ;RODRIGO REINA MUÑOZ
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA3ESTA001-17SA;Dispositivos Eletrônicos A3-diurno (Santo André);segunda das 10:00 às 13:00,  semanal;quinta das 10:00 às 12:00,  semanal;03/02/2004;30;CECS;CARLOS ALBERTO DOS REIS FILHO;CARLOS ALBERTO DOS REIS FILHO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA3ESTA001-17SA;Dispositivos Eletrônicos A3-noturno (Santo André);segunda das 18:00 às 21:00,  semanal;quinta das 19:00 às 21:00,  semanal;;;CECS;MARCELO BENDER PEROTONI;MARCELO BENDER PEROTONI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA007-17SA;Eletrônica Analógica Aplicada A-diurno (Santo André);segunda das 10:00 às 13:00,  semanal;quarta das 08:00 às 10:00,  semanal;03/02/2004;30;CECS;ROBERTO JACOBE RODRIGUES;ROBERTO JACOBE RODRIGUES
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA007-17SA;Eletrônica Analógica Aplicada A1-noturno (Santo André);segunda das 18:00 às 21:00,  semanal;quarta das 21:00 às 23:00,  semanal;03/02/2004;30;CECS;RENAN TREVISOLI DORIA;RENAN TREVISOLI DORIA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA007-17SA;Eletrônica Analógica Aplicada A2-noturno (Santo André);segunda das 18:00 às 21:00,  semanal;quarta das 19:00 às 21:00,  semanal;03/02/2004;30;CECS;RENAN TREVISOLI DORIA;RENAN TREVISOLI DORIA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA006-17SA;Fotônica A-diurno (Santo André);quarta das 14:00 às 16:00,  semanal ,  sexta das 16:00 às 18:00,  quinzenal I;sexta das 16:00 às 18:00,  quinzenal II;03/01/2004;30;CECS;FULVIO ANDRES CALLEGARI;AGNALDO APARECIDO FRESCHI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA006-17SA;Fotônica A-noturno (Santo André);quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/01/2004;30;CECS;AGNALDO APARECIDO FRESCHI;FULVIO ANDRES CALLEGARI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA013-17SA;Fundamentos de Robótica A1-diurno (Santo André);segunda das 08:00 às 10:00,  quinzenal II;segunda das 08:00 às 10:00,  quinzenal I,  quinta das 08:00 às 10:00,  semanal;03/01/2004;20;CECS;FILIPE IEDA FAZANARO;FILIPE IEDA FAZANARO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA013-17SA;Fundamentos de Robótica A1-noturno (Santo André);segunda das 19:00 às 21:00,  quinzenal II;segunda das 19:00 às 21:00,  quinzenal I,  quinta das 19:00 às 21:00,  semanal;03/01/2004;20;CECS;SANDRO LUIS VATANABE;SANDRO LUIS VATANABE
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA2ESTA013-17SA;Fundamentos de Robótica A2-diurno (Santo André);segunda das 10:00 às 12:00,  quinzenal I;segunda das 10:00 às 12:00,  quinzenal II,  quinta das 08:00 às 10:00,  semanal;03/01/2004;20;CECS;FILIPE IEDA FAZANARO;FILIPE IEDA FAZANARO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA013-17SA;Fundamentos de Robótica A2-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal I;segunda das 21:00 às 23:00,  quinzenal II,  quinta das 19:00 às 21:00,  semanal;03/01/2004;20;CECS;SANDRO LUIS VATANABE;SANDRO LUIS VATANABE
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESZI013-17SA;Informática Industrial A-diurno (Santo André);;quarta das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;02/04/2004;31;CECS;;NUNZIO MARCO TORRISI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA013-17SA;Instrumentação e Metrologia Óptica A-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  quinzenal I;quarta das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;MARCOS ROBERTO DA ROCHA GESUALDI;MARCOS ROBERTO DA ROCHA GESUALDI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESZA013-17SA;Instrumentação e Metrologia Óptica A1-diurno (Santo André);segunda das 16:00 às 18:00,  semanal ,  quarta das 14:00 às 16:00,  quinzenal I;quarta das 14:00 às 16:00,  quinzenal II;03/01/2004;30;CECS;MARCOS ROBERTO DA ROCHA GESUALDI;MARCOS ROBERTO DA ROCHA GESUALDI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA023-17SA;Introdução ao Controle Moderno A-noturno (Santo André);quarta das 18:00 às 21:00,  semanal;segunda das 19:00 às 21:00,  semanal;03/02/2004;30;CECS;ROBERTO LUIZ DA CUNHA BARROSO RAMOS;ROBERTO LUIZ DA CUNHA BARROSO RAMOS
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA023-17SA;Introdução aos Processos de Fabricação A-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  quinzenal I;quinta das 10:00 às 12:00,  quinzenal II;03/01/2004;30;CECS;VALDEMIR MARTINS LIRA;VALDEMIR MARTINS LIRA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA023-17SA;Introdução aos Processos de Fabricação A1-noturno (Santo André);terca das 18:00 às 21:00,  semanal;quinta das 18:00 às 19:00,  semanal;03/01/2004;30;CECS;VALDEMIR MARTINS LIRA;VALDEMIR MARTINS LIRA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA023-17SA;Introdução aos Processos de Fabricação A2-noturno (Santo André);terca das 18:00 às 21:00,  semanal;quinta das 19:00 às 20:00,  semanal;03/01/2004;30;CECS;VALDEMIR MARTINS LIRA;VALDEMIR MARTINS LIRA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA017-17SA;Laboratório de Máquinas Elétricas A-noturno (Santo André);;sexta das 19:00 às 21:00,  semanal;02/02/2004;30;CECS;;ALFEU JOÃOZINHO SGUAREZI FILHO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA016-17SA;Máquinas Elétricas A-diurno (Santo André);quarta das 14:00 às 16:00,  semanal ,  sexta das 16:00 às 18:00,  semanal;;4-0-4;45;CECS;JULIO CARLOS TEIXEIRA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA016-17SA;Máquinas Elétricas A-noturno (Santo André);quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal;;4-0-4;63;CECS;ALFEU JOÃOZINHO SGUAREZI FILHO;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA020-17SA;Modelagem e Controle A-diurno (Santo André);terca das 14:00 às 16:00,  semanal;;2-0-5;64;CECS;MAGNO ENRIQUE MENDOZA MEZA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA020-17SA;Modelagem e Controle A-noturno (Santo André);terca das 21:00 às 23:00,  semanal;;2-0-5;78;CECS;MARAT RAFIKOV;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESZA016-17SA;Optoeletrônica A-diurno (Santo André);quarta das 16:00 às 18:00,  quinzenal I,  sexta das 14:00 às 16:00,  semanal;quarta das 16:00 às 18:00,  quinzenal II;03/01/2004;30;CECS;AGNALDO APARECIDO FRESCHI;FULVIO ANDRES CALLEGARI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA019-17SA;Projeto Assistido por Computador A-diurno (Santo André);;segunda das 10:00 às 12:00,  semanal;02/02/2003;30;CECS;;ELVIRA RAFIKOVA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA019-17SA;Projeto Assistido por Computador A-noturno (Santo André);;terca das 19:00 às 21:00,  semanal;02/02/2003;30;CECS;;FERNANDO GASI
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBESTA019-17SA;Projeto Assistido por Computador B-diurno (Santo André);;segunda das 14:00 às 16:00,  semanal;02/02/2003;30;CECS;;ROVILSON MAFALDA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NCESTA019-17SA;Projeto Assistido por Computador C-noturno (Santo André);;terca das 21:00 às 23:00,  semanal;02/02/2003;30;CECS;;FERNANDO GASI
