CURSO RESPONSAVEL;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;T-P-I;VAGAS;centro responsável;DOCENTE TEORIA;DOCENTE PRÁTICA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA014-17SA;Projeto de Microdispositivos para Instrumentação A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  quinzenal I;quinta das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;SEGUNDO NILO MESTANZA MUÑOZ;SEGUNDO NILO MESTANZA MUÑOZ
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESZA020-17SA;Robôs Móveis Autônomos A-diurno (Santo André);quinta das 16:00 às 18:00,  semanal;segunda das 16:00 às 18:00,  semanal;03/01/2004;20;CECS;ELVIRA RAFIKOVA;ELVIRA RAFIKOVA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA010-17SA;Sensores e Transdutores A-diurno (Santo André);quarta das 14:00 às 16:00,  semanal ,  sexta das 16:00 às 18:00,  quinzenal I;sexta das 16:00 às 18:00,  quinzenal II;03/01/2004;30;CECS;MICHEL OLIVEIRA DA SILVA DANTAS;MICHEL OLIVEIRA DA SILVA DANTAS
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA010-17SA;Sensores e Transdutores A-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal I,  quinta das 21:00 às 23:00,  semanal;terca das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;SEGUNDO NILO MESTANZA MUÑOZ;SEGUNDO NILO MESTANZA MUÑOZ
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA010-17SA;Servo-Sistema para Robôs e Acionamento para Sistemas Mecatrônicos A-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal II,  quinta das 19:00 às 21:00,  semanal;segunda das 21:00 às 23:00,  quinzenal I;03/01/2004;30;CECS;JULIO CARLOS TEIXEIRA;JULIO CARLOS TEIXEIRA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA1ESTA014-17SA;Sistemas CAD/CAM A1-diurno (Santo André);quarta das 16:00 às 18:00,  semanal;sexta das 14:00 às 16:00,  semanal;03/01/2004;32;CECS;ROMULO GONÇALVES LINS;ROMULO GONÇALVES LINS
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DA2ESTA014-17SA;Sistemas CAD/CAM A2-diurno (Santo André);quarta das 14:00 às 16:00,  semanal;sexta das 16:00 às 18:00,  semanal;03/01/2004;32;CECS;ROMULO GONÇALVES LINS;ROMULO GONÇALVES LINS
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NB1ESTA014-17SA;Sistemas CAD/CAM B1-noturno (Santo André);quarta das 19:00 às 21:00,  semanal;sexta das 21:00 às 23:00,  semanal;03/01/2004;32;CECS;CRHISTIAN RAFFAELO BALDO;CRHISTIAN RAFFAELO BALDO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NB2ESTA014-17SA;Sistemas CAD/CAM B2-noturno (Santo André);quarta das 21:00 às 23:00,  semanal;sexta das 19:00 às 21:00,  semanal;03/01/2004;32;CECS;CRHISTIAN RAFFAELO BALDO;CRHISTIAN RAFFAELO BALDO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTA003-17SA;Sistemas de Controle I A1-noturno (Santo André);quinta das 21:00 às 23:00,  quinzenal I,  sexta das 18:00 às 21:00,  semanal;quinta das 21:00 às 23:00,  quinzenal II;03/02/2004;31;CECS;ALFREDO DEL SOLE LORDELO;ALFREDO DEL SOLE LORDELO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTA003-17SA;Sistemas de Controle I A2-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal I,  sexta das 18:00 às 21:00,  semanal;segunda das 21:00 às 23:00,  quinzenal II;03/02/2004;31;CECS;ALFREDO DEL SOLE LORDELO;ALFREDO DEL SOLE LORDELO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NB1ESTA003-17SA;Sistemas de Controle I B1-noturno (Santo André);segunda das 18:00 às 21:00,  semanal ,  quinta das 19:00 às 21:00,  quinzenal I;quinta das 19:00 às 21:00,  quinzenal II;03/02/2004;30;CECS;ALFREDO DEL SOLE LORDELO;ALFREDO DEL SOLE LORDELO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NB2ESTA003-17SA;Sistemas de Controle I B2-noturno (Santo André);segunda das 18:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/02/2004;31;CECS;ALFREDO DEL SOLE LORDELO;ALFREDO DEL SOLE LORDELO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTI013-17SA;Sistemas Microprocessados A-diurno (Santo André);terca das 10:00 às 12:00,  semanal;sexta das 08:00 às 10:00,  semanal;02/02/2004;30;CECS;MARIO ALEXANDRE GAZZIRO;MARIO ALEXANDRE GAZZIRO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA1ESTI013-17SA;Sistemas Microprocessados A1-noturno (Santo André);terca das 21:00 às 23:00,  semanal;sexta das 19:00 às 21:00,  semanal;02/02/2004;30;CECS;LUIZ ALBERTO LUZ DE ALMEIDA;LUIZ ALBERTO LUZ DE ALMEIDA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NA2ESTI013-17SA;Sistemas Microprocessados A2-noturno (Santo André);terca das 21:00 às 23:00,  semanal;sexta das 21:00 às 23:00,  semanal;02/02/2004;30;CECS;LUIZ ALBERTO LUZ DE ALMEIDA;LUIZ ALBERTO LUZ DE ALMEIDA
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESZA015-17SA;Supervisão e Monitoramento de Processos Energéticos A-noturno (Santo André);quinta das 21:00 às 23:00,  semanal;terca das 19:00 às 21:00,  semanal;01/03/2004;30;CECS;JESUS FRANKLIN ANDRADE ROMERO;JESUS FRANKLIN ANDRADE ROMERO
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTA022-17SA;Teoria de Acionamentos Elétricos A-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal;;4-0-4;63;CECS;ALVARO BATISTA DIETRICH;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTA022-17SA;Teoria de Acionamentos Elétricos A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal;;4-0-4;63;CECS;ALVARO BATISTA DIETRICH;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESZA006-17SA;Teoria de Controle Ótimo A-diurno (Santo André);segunda das 16:00 às 19:00,  semanal;;3-0-4;60;CECS;MAGNO ENRIQUE MENDOZA MEZA;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAESTI003-17SA;Transformadas em Sinais e Sistemas Lineares A-diurno (Santo André);terca das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal;;4-0-4;63;CECS;ALAIN SEGUNDO POTTS;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAESTI003-17SA;Transformadas em Sinais e Sistemas Lineares A-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quarta das 21:00 às 23:00,  semanal;;4-0-4;63;CECS;ALAIN SEGUNDO POTTS;
ENGENHARIA DE MATERIAIS;NAESZM035-17SA;Aditivação de Polímeros A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 21:00 às 23:00,  semanal;;4-0-4;45;CECS;ANNE CRISTINE CHINELLATO;
ENGENHARIA DE MATERIAIS;DAESZM036-17SA;Blendas Poliméricas A-diurno (Santo André);terca das 17:00 às 19:00,  quinzenal I,  sexta das 17:00 às 19:00,  semanal;terca das 17:00 às 19:00,  quinzenal II;03/01/2004;33;CECS;GERSON LUIZ MANTOVANI;GERSON LUIZ MANTOVANI
ENGENHARIA DE MATERIAIS;DAESTM014-17SA;Caracterização de Materiais A-diurno (Santo André);;quarta das 08:00 às 10:00,  quinzenal I,  quarta das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;03/01/2004;30;CECS;ANDRE SANTAROSA FERLAUTO;ANDRE SANTAROSA FERLAUTO
ENGENHARIA DE MATERIAIS;NAESTM014-17SA;Caracterização de Materiais A-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal I,  sexta das 21:00 às 23:00,  semanal ;quarta das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CECS;MÁRCIA TSUYAMA ESCOTE;MÁRCIA TSUYAMA ESCOTE
ENGENHARIA DE MATERIAIS;DBESTM014-17SA;Caracterização de Materiais B-diurno (Santo André);quarta das 17:00 às 19:00,  semanal ,  sexta das 17:00 às 19:00,  quinzenal I;sexta das 17:00 às 19:00,  quinzenal II;03/01/2004;32;CECS;ANDRE SANTAROSA FERLAUTO;ANDRE SANTAROSA FERLAUTO
ENGENHARIA DE MATERIAIS;NAESZM022-17SA;Cerâmicas Especiais e Refratárias A-noturno (Santo André);quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal;;4-0-4;55;CECS;HUMBERTO NAOYUKI YOSHIMURA;
ENGENHARIA DE MATERIAIS;NAESZM009-17SA;Diagramas de Fase A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 19:00 às 21:00,  semanal;;4-0-4;63;CECS;MARCIO GUSTAVO DI VERNIERI CUPPARI;
ENGENHARIA DE MATERIAIS;NAESZM008-17SA;Dinâmica Molecular e Monte Carlo A-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  quinzenal I;segunda das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;ROBERTO GOMES DE AGUIAR VEIGA;ROBERTO GOMES DE AGUIAR VEIGA
ENGENHARIA DE MATERIAIS;NAESZM007-17SA;Elementos Finitos Aplicados em Materiais A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  quinzenal I;sexta das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;CEDRIC ROCHA LEÃO;CEDRIC ROCHA LEÃO
ENGENHARIA DE MATERIAIS;DAESZM038-17SA;Engenharia de Cerâmicas A-diurno (Santo André);segunda das 14:00 às 16:00,  semanal ,  quinta das 14:00 às 16:00,  semanal;;02/02/2004;60;CECS;LUIZ FERNANDO GRESPAN SETZ;
ENGENHARIA DE MATERIAIS;DAESZM029-17SA;Engenharia de Filmes Finos A-diurno (Santo André);quarta das 16:00 às 18:00,  quinzenal I,  sexta das 16:00 às 18:00,  semanal;quarta das 16:00 às 18:00,  quinzenal II;03/01/2004;30;CECS;MÁRCIA TSUYAMA ESCOTE;MÁRCIA TSUYAMA ESCOTE
ENGENHARIA DE MATERIAIS;DAESZM024-17SA;Engenharia de Metais A-diurno (Santo André);terca das 17:00 às 19:00,  semanal ,  quinta das 17:00 às 19:00,  quinzenal I;quinta das 17:00 às 19:00,  quinzenal II;03/01/2004;30;CECS;CARLOS TRIVENO RIOS;CARLOS TRIVENO RIOS
ENGENHARIA DE MATERIAIS;NAESZM014-17SA;Engenharia de Polímeros A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal;;4-0-4;62;CECS;GERSON LUIZ MANTOVANI;
ENGENHARIA DE MATERIAIS;DAESTM001-17SA;Estado Sólido A-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal ;;4-0-4;63;CECS;ROBERTO GOMES DE AGUIAR VEIGA;
ENGENHARIA DE MATERIAIS;NAESTM001-17SA;Estado Sólido A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal ;;4-0-4;63;CECS;DANIEL ZANETTI DE FLORIO;
ENGENHARIA DE MATERIAIS;NAESTM005-17SA;Materiais Metálicos A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;63;CECS;SYDNEY FERREIRA SANTOS;
ENGENHARIA DE MATERIAIS;DAESZM030-17SA;Materiais Nanoestruturados A-diurno (Santo André);segunda das 17:00 às 19:00,  semanal ,  quarta das 17:00 às 19:00,  semanal ;;4-0-4;63;CECS;ALEXANDRE JOSÉ DE CASTRO LANFREDI;
ENGENHARIA DE MATERIAIS;DAESZM023-17SA;Metalurgia Física A-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;;4-0-4;63;CECS;ERIKA FERNANDA PRADOS;
ENGENHARIA DE MATERIAIS;DAESZM002-17SA;Nanociência e Nanotecnologia A-diurno (Santo André);segunda das 17:00 às 19:00,  semanal;;2-0-2;63;CECS;EVERALDO CARLOS VENANCIO;
ENGENHARIA DE MATERIAIS;DAESZM037-17SA;Processamento de Polímeros A-diurno (Santo André);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/01/2004;30;CECS;SUEL ERIC VIDOTTI;SUEL ERIC VIDOTTI
ENGENHARIA DE MATERIAIS;NAESZM040-17SA;Processamento e Conformação de Metais I A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal;;4-0-4;63;CECS;MOHAMMAD MASOUMI;
ENGENHARIA DE MATERIAIS;DAESTM019-17SA;Propriedades Elétricas, Magnéticas e Ópticas A-diurno (Santo André);terca das 17:00 às 19:00,  semanal ,  sexta das 17:00 às 19:00,  semanal;;4-0-4;63;CECS;CEDRIC ROCHA LEÃO;
ENGENHARIA DE MATERIAIS;NAESTM010-17SA;Propriedades Mecânicas e Térmicas A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  quinzenal I;quinta das 19:00 às 21:00,  quinzenal II;03/01/2004;30;CECS;RENATO ALTOBELLI ANTUNES;RENATO ALTOBELLI ANTUNES
ENGENHARIA DE MATERIAIS;DAESTM016-17SA;Química Inorgânica de Materiais A-diurno (Santo André);terca das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;segunda das 08:00 às 10:00,  semanal ;04/02/2006;30;CECS;LÍGIA PASSOS MAIA;JOSÉ CARLOS MOREIRA
ENGENHARIA DE MATERIAIS;NA1ESTM016-17SA;Química Inorgânica de Materiais A1-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;segunda das 19:00 às 21:00,  semanal ;04/02/2006;30;CECS;LÍGIA PASSOS MAIA;JOSÉ CARLOS MOREIRA
ENGENHARIA DE MATERIAIS;NA2ESTM016-17SA;Química Inorgânica de Materiais A2-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;segunda das 19:00 às 21:00,  semanal ;04/02/2006;30;CECS;LÍGIA PASSOS MAIA;EVERALDO CARLOS VENANCIO
ENGENHARIA DE MATERIAIS;DAESTM015-17SA;Reologia A-diurno (Santo André);segunda das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;03/01/2004;63;CECS;LUIZ FERNANDO GRESPAN SETZ;LUIZ FERNANDO GRESPAN SETZ
ENGENHARIA DE MATERIAIS;NAESTM015-17SA;Reologia A-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;03/01/2004;63;CECS;DANILO JUSTINO CARASTAN;DANILO JUSTINO CARASTAN
ENGENHARIA DE MATERIAIS;NAESZM025-17SA;Siderurgia e Engenharia dos Aços A-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal;;4-0-4;60;CECS;MOHAMMAD MASOUMI;
ENGENHARIA DE MATERIAIS;DAESTM009-17SA;Termodinâmica Estatística de Materiais A-diurno (Santo André);terca das 17:00 às 19:00,  semanal ,  quinta das 17:00 às 19:00,  semanal ;;4-0-4;63;CECS;JEVERSON TEODORO ARANTES JUNIOR;
ENGENHARIA DE MATERIAIS;DAESTM003-17SA;Tópicos Computacionais em Materiais A-diurno (Santo André);terca das 17:00 às 19:00,  semanal;quinta das 17:00 às 19:00,  semanal;02/02/2005;30;CECS;MARCIO GUSTAVO DI VERNIERI CUPPARI;MARCIO GUSTAVO DI VERNIERI CUPPARI
ENGENHARIA DE MATERIAIS;DAESTM002-17SA;Tópicos Experimentais em Materiais I A-diurno (Santo André);;sexta das 08:00 às 12:00,  semanal ;0-4-4;30;CECS;;ALEXANDRE JOSÉ DE CASTRO LANFREDI
ENGENHARIA DE MATERIAIS;DBESTM002-17SA;Tópicos Experimentais em Materiais I B-diurno (Santo André);;quarta das 14:00 às 18:00,  semanal ;0-4-4;32;CECS;;ERIKA FERNANDA PRADOS
ENGENHARIA DE MATERIAIS;NBESTM002-17SA;Tópicos Experimentais em Materiais I B-noturno (Santo André);;sexta das 19:00 às 23:00,  semanal ;0-4-4;32;CECS;;ANIBAL DE ANDRADE MENDES FILHO
ENGENHARIAS;DA1ESTO001-17SA;Circuitos Elétricos e Fotônica A1-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  quinzenal I;quinta das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;KATIA FRANKLIN ALBERTIN TORRES;KATIA FRANKLIN ALBERTIN TORRES
ENGENHARIAS;DA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  quinzenal I,  quinta das 10:00 às 12:00,  semanal ;segunda das 08:00 às 10:00,  quinzenal II;03/01/2005;30;CECS;HELOISE FAZZOLARI;HELOISE FAZZOLARI
ENGENHARIAS;NA1ESTO001-17SA;Circuitos Elétricos e Fotônica A1-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  quinzenal I;quinta das 21:00 às 23:00,  quinzenal II;03/01/2005;30;CECS;MURILO BELLEZONI LOIOLA;MURILO BELLEZONI LOIOLA
ENGENHARIAS;NA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  quinzenal I,  quinta das 21:00 às 23:00,  semanal ;segunda das 19:00 às 21:00,  quinzenal II;03/01/2005;30;CECS;DIEGO PAOLO FERRUZZO CORREA;DIEGO PAOLO FERRUZZO CORREA
ENGENHARIAS;DA2ESTO001-17SA;Circuitos Elétricos e Fotônica A2-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  quinzenal I;quinta das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;KATIA FRANKLIN ALBERTIN TORRES;DENISE CONSONNI
ENGENHARIAS;DA2ESTO001-17SB;Circuitos Elétricos e Fotônica A2-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  quinzenal I,  quinta das 10:00 às 12:00,  semanal ;segunda das 08:00 às 10:00,  quinzenal II;03/01/2005;30;CECS;HELOISE FAZZOLARI;DIEGO PAOLO FERRUZZO CORREA
ENGENHARIAS;NA2ESTO001-17SA;Circuitos Elétricos e Fotônica A2-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  quinzenal I;quinta das 21:00 às 23:00,  quinzenal II;03/01/2005;30;CECS;MURILO BELLEZONI LOIOLA;ANDRE KAZUO TAKAHATA
ENGENHARIAS;NA2ESTO001-17SB;Circuitos Elétricos e Fotônica A2-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  quinzenal I,  quinta das 21:00 às 23:00,  semanal ;segunda das 19:00 às 21:00,  quinzenal II;03/01/2005;30;CECS;DIEGO PAOLO FERRUZZO CORREA;HELOISE FAZZOLARI
ENGENHARIAS;DB1ESTO013-17SB;Engenharia Econômica B1-diurno (São Bernardo do Campo);quarta das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;80;CECS;OSMAR DOMINGUES;
ENGENHARIAS;NB1ESTO013-17SB;Engenharia Econômica B1-noturno (São Bernardo do Campo);quarta das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;4-0-4;80;CECS;SÉRGIO RICARDO LOURENÇO;
ENGENHARIAS;DA1ESTO903-17SA;Engenharia Unificada II A1-diurno (Santo André);;segunda das 10:00 às 12:00,  semanal ;0-2-5;30;CECS;;AILTON CONDE JUSSANI
ENGENHARIAS;NA1ESTO903-17SA;Engenharia Unificada II A1-noturno (Santo André);;segunda das 19:00 às 21:00,  semanal ;0-2-5;30;CECS;;AILTON CONDE JUSSANI
ENGENHARIAS;DA2ESTO903-17SA;Engenharia Unificada II A2-diurno (Santo André);;segunda das 10:00 às 12:00,  semanal ;0-2-5;30;CECS;;KATIA FRANKLIN ALBERTIN TORRES
ENGENHARIAS;NA2ESTO903-17SA;Engenharia Unificada II A2-noturno (Santo André);;quarta das 21:00 às 23:00,  semanal ;0-2-5;30;CECS;;MARIO MINAMI
ENGENHARIAS;DB1ESTO903-17SA;Engenharia Unificada II B1-diurno (Santo André);;quarta das 10:00 às 12:00,  semanal ;0-2-5;30;CECS;;AILTON CONDE JUSSANI
ENGENHARIAS;NB1ESTO903-17SA;Engenharia Unificada II B1-noturno (Santo André);;segunda das 21:00 às 23:00,  semanal ;0-2-5;30;CECS;;AILTON CONDE JUSSANI
ENGENHARIAS;DB2ESTO903-17SA;Engenharia Unificada II B2-diurno (Santo André);;quarta das 10:00 às 12:00,  semanal ;0-2-5;30;CECS;;KATIA FRANKLIN ALBERTIN TORRES
ENGENHARIAS;NB2ESTO903-17SA;Engenharia Unificada II B2-noturno (Santo André);;segunda das 21:00 às 23:00,  semanal ;0-2-5;30;CECS;;HELOI FRANCISCO GENTIL GENARI
ENGENHARIAS;DAESTO016-17SA;Fenômenos de Transporte A-diurno (Santo André);terca das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;4-0-4;70;CECS;JOÃO VICENTE AKWA;
ENGENHARIAS;NAESTO016-17SA;Fenômenos de Transporte A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;78;CECS;GILBERTO MARTINS;
ENGENHARIAS;DA1ESTO016-17SB;Fenômenos de Transporte A1-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;4-0-4;63;CECS;THAIS MAIA ARAUJO;
ENGENHARIAS;NB1ESTO016-17SB;Fenômenos de Transporte B1-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;62;CECS;RONNY CALIXTO CARBONARI;
ENGENHARIAS;NB2ESTO016-17SB;Fenômenos de Transporte B2-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;60;CECS;THAIS MAIA ARAUJO;
ENGENHARIAS;DAESTO011-17SA;Fundamentos de Desenho Técnico A-diurno (Santo André);terca das 10:00 às 12:00,  semanal ;;2-0-4;68;CECS;GIULLIANA MONDELLI;
ENGENHARIAS;DAESTO011-17SB;Fundamentos de Desenho Técnico A-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  semanal ;;2-0-4;60;CECS;ERIK GUSTAVO DEL CONTE;
ENGENHARIAS;NAESTO011-17SA;Fundamentos de Desenho Técnico A-noturno (Santo André);terca das 21:00 às 23:00,  semanal ;;2-0-4;71;CECS;RICARDO GASPAR;
ENGENHARIAS;NAESTO011-17SB;Fundamentos de Desenho Técnico A-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ;;2-0-4;62;CECS;DELMO ALVES DE MOURA;
ENGENHARIAS;DA1ESTO004-17SA;Instrumentação e Controle A1-diurno (Santo André);segunda das 10:00 às 12:00,  quinzenal I,  quinta das 08:00 às 10:00,  semanal ;segunda das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;SANDRO LUIS VATANABE;SANDRO LUIS VATANABE
ENGENHARIAS;NA1ESTO004-17SA;Instrumentação e Controle A1-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal I,  quinta das 19:00 às 21:00,  semanal ;segunda das 21:00 às 23:00,  quinzenal II;03/01/2005;30;CECS;VICTOR AUGUSTO FERNANDES DE CAMPOS;ROBERTO JACOBE RODRIGUES
ENGENHARIAS;DA2ESTO004-17SA;Instrumentação e Controle A2-diurno (Santo André);segunda das 10:00 às 12:00,  quinzenal I,  quinta das 08:00 às 10:00,  semanal ;segunda das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;SANDRO LUIS VATANABE;SANDRO LUIS VATANABE
ENGENHARIAS;NA2ESTO004-17SA;Instrumentação e Controle A2-noturno (Santo André);segunda das 21:00 às 23:00,  quinzenal I,  quinta das 19:00 às 21:00,  semanal ;segunda das 21:00 às 23:00,  quinzenal II;03/01/2005;30;CECS;VICTOR AUGUSTO FERNANDES DE CAMPOS;ROBERTO JACOBE RODRIGUES
ENGENHARIAS;DAESTO005-17SA;Introdução às Engenharias A-diurno (Santo André);quarta das 14:00 às 16:00,  semanal ;;2-0-4;70;CECS;ANDRÉA DE OLIVEIRA CARDOSO;
ENGENHARIAS;DBESTO005-17SA;Introdução às Engenharias B-diurno (Santo André);quarta das 16:00 às 18:00,  semanal ;;2-0-4;70;CECS;SILVIA LENYRA MEIRELLES CAMPOS TITOTTO;
ENGENHARIAS;DCESTO005-17SA;Introdução às Engenharias C-diurno (Santo André);sexta das 14:00 às 16:00,  semanal;;2-0-4;62;CECS;JEROEN SCHOENMAKER;
ENGENHARIAS;DDESTO005-17SA;Introdução às Engenharias D-diurno (Santo André);quinta das 16:00 às 18:00,  semanal;;2-0-4;60;CECS;MARA CRISTINA LOPES DE OLIVEIRA;
ENGENHARIAS;DA1ESTO006-17SA;Materiais e Suas Propriedades A1-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  quinzenal I;quinta das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;JEROEN SCHOENMAKER;JEROEN SCHOENMAKER
ENGENHARIAS;DA1ESTO006-17SB;Materiais e Suas Propriedades A1-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  quinzenal I;quinta das 10:00 às 12:00,  quinzenal II;03/01/2005;30;CECS;FREDERICO AUGUSTO PIRES FERNANDES;FREDERICO AUGUSTO PIRES FERNANDES
ENGENHARIAS;NA1ESTO006-17SA;Materiais e Suas Propriedades A1-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  quinzenal I;quinta das 21:00 às 23:00,  quinzenal II;03/01/2005;30;CECS;JEVERSON TEODORO ARANTES JUNIOR;JEVERSON TEODORO ARANTES JUNIOR
